key,n_node,n_edge,total_length,mean_edge_len,len_cv,deg2_count,deg4_count,degree_entropy,orient_entropy,anisotropy,radius_gyration,moment_total,clustering_coef,fiedler_value,lambda_max,spectral_gap_ratio,aspl_giant,boundary_frac,fractal_dim_box,rigidity_index,redundancy_ratio,max_k_core,kcore_frac,triangle_count,triangle_ratio,quad_count,quad_ratio,avg_shortest_dy,straightness,mesh_median_area,mesh_cv_area,mesh_max_area_ratio,edge_betweenness_max,edge_betweenness_gini,largest_pore_ratio,top_area_sum_ratio,top_convexity_min,top_convexity_mean,top_circularity_min,big_pore_count,total_pore_count,total_pore_ratio,center_pore_ratio,edge_pore_ratio,pore_area_cv,pore_area_skew,pore_area_kurtosis,pore_area_max_over_mean,pore_large_area_frac,pore_count_large_frac,pore_density,pore_spatial_cv,contact_thick,contact_canvas_size,contact_nodes,contact_edges,contact_edge_pixel_union_count,contact_edge_pixel_sum,contact_raw_overlap_pixel_count,contact_overlap_pixel_count,contact_overlap_pair_count,contact_overlap_pairs_per_edge,contact_edges_with_contact_count,contact_edges_with_contact_ratio,contact_overlap_pixel_ratio_union,contact_raw_overlap_pixel_ratio_union,contact_overlap_pixel_ratio_canvas,contact_overlap_length_px_approx,contact_overlap_length_ratio_centerline,contact_centerline_length_px,contact_overlap_pair_size_sum,contact_overlap_pair_size_mean,contact_overlap_pair_size_median,contact_overlap_pair_size_max,contact_overlap_pair_size_std,contact_overlap_pair_size_q75,contact_overlap_pair_size_q90,contact_overlap_pair_size_q95,contact_overlap_cc_count,contact_overlap_cc_size_sum,contact_overlap_cc_size_mean,contact_overlap_cc_size_median,contact_overlap_cc_size_max,contact_overlap_cc_size_std,contact_overlap_cc_size_q75,contact_overlap_cc_size_q90,contact_overlap_cc_size_q95,contact_edge_contact_degree_mean,contact_edge_contact_degree_median,contact_edge_contact_degree_max,contact_edge_contact_degree_std,contact_edge_contact_degree_q75,contact_edge_contact_degree_q90,contact_edge_contact_degree_q95,max_load
3_0.03_0.31_-0.03_0.43_0.44_-0.41_-0.46_0.29_-0.41_0.21,328,480,41.2819,0.086004,0.973682,184,140,1.06964,3.25111,2.22045e-16,0.408041,352.408,0.139954,0.0121559,9.3255,0.00130351,12.8431,0.05,0.914665,-173,0.31875,2,1,56,0.116667,26,0.0541667,1.53518,1.20564,773,2.33661,0.0429115,0.11076,0.552673,0.0123892,0.0371675,0.478821,0.478821,0.194837,9,185,0.646718,0.275718,0.371,2.33661,3.36407,10.827,12.2753,0.745217,0.108108,0.00017643,0.213103,9,1024,328,480,325548,461092,86810,34292,900,1.875,404,0.841667,0.105336,0.266658,0.0327034,3810.22,0.115896,32876.2,69446,77.1622,44,1841,207.895,68,117,128,84,34292,408.238,66.5,2523,854.16,122,2485.7,2489.85,3.75,3,13,3.07205,5,8,8.2,127.148
3_0.03_0.37_-0.12_-0.2_0.14_-0.16_0.4_-0.18_-0.25_-0.06,412,648,33.1669,0.0511835,0.796496,184,224,1.06227,3.22249,2.22045e-16,0.400179,457.036,0.292649,0.0102838,9.33268,0.00110191,13.9231,0.037037,0.93265,-173,0.365741,2,1,112,0.17284,56,0.0864198,1.16132,1.02469,134,2.85496,0.0594387,0.126187,0.57499,0.0594387,0.178212,0.792726,0.793054,0.267491,21,176,0.696921,0.588848,0.108073,2.85496,3.80627,14.1629,15.0106,0.873321,0.136364,0.000167847,0.104494,9,1024,412,648,305448,452056,81552,26576,832,1.28395,440,0.679012,0.0870066,0.266991,0.0253448,2952.89,0.0995499,29662.4,58145,69.8858,30,569,103.451,93,141.9,282,52,26576,511.077,563,625,172.814,623,624,625,2.5679,2,8,2.51876,4,6,8,76.8923
3_0.03_0.3_-0.03_-0.22_-0.46_0.35_0.27_0.1_0.35_-0.43,752,1328,42.0041,0.0316296,1.35042,184,564,0.848415,3.56723,1.11022e-16,0.387916,921.608,0.222391,0.00819625,9.37321,0.000874434,15.8278,0.0180723,0.987827,-173,0.434488,2,1,192,0.144578,188,0.141566,1.29639,1.00756,281,2.42238,0.0448875,0.117307,0.617811,0.0156517,0.0469551,0.985883,0.985893,0.681507,21,180,0.685036,0.29035,0.394686,2.42238,2.89211,7.91807,11.7947,0.956259,0.177778,0.000171661,0.195211,9,1024,752,1328,283252,565080,116024,38752,9193,6.92244,1228,0.924699,0.136811,0.409614,0.0369568,4305.78,0.129938,33137.2,499913,54.3797,49,517,42.652,81,103,115,100,38752,387.52,219,3450,661.412,560,585.3,798.05,13.8449,13,43,10.8452,17,34,36.65,97.3534
3_0.04_-0.44_-0.15_0.3_0.18_0.49_0.07_0.21_-0.24_-0.14,340,504,34.2268,0.0679103,0.65508,184,152,1.07404,3.40785,1.11022e-16,0.411986,373.33,0.142857,0.0110756,9.36307,0.0011829,14.5232,0.047619,0.937335,-173,0.327381,2,1,48,0.0952381,65,0.128968,1.30273,1.00727,658,2.42362,0.0439911,0.137786,0.531086,0.0129452,0.0388298,0.622442,0.623723,0.241728,16,197,0.670992,0.277261,0.393731,2.42362,3.38386,11.1247,12.9156,0.790307,0.116751,0.000187874,0.17217,9,1024,340,504,298874,398803,58837,8506,388,0.769841,312,0.619048,0.0284602,0.196862,0.00811195,945.111,0.0352095,26842.5,18514,47.7165,41,273,45.4366,53,62,79.65,92,8506,92.4565,103,303,98.9658,121.25,271,285,1.53968,1,4,1.48885,3,4,4,101.395
3_0.04_0.16_0.34_0.32_0.46_0.08_0.43_-0.33_-0.02_-0.41,376,576,27.6678,0.0480343,1.11945,184,188,1.07427,3.64548,1.33227e-15,0.437212,452.926,0.450101,0.00892606,9.35606,0.000954041,14.6831,0.0416667,0.834707,-173,0.348958,2,1,156,0.270833,19,0.0329861,1.44847,1.13754,1861,1.1055,0.0417452,0.142561,0.613229,0.0163689,0.0490971,0.764923,0.765065,0.289318,21,68,0.733457,0.318504,0.414952,1.1055,1.22514,0.408537,3.87027,0.517718,0.161765,6.48499e-05,0.152815,9,1024,376,576,235808,341260,48188,9812,5132,8.90972,480,0.833333,0.0416101,0.204353,0.00935745,1090.22,0.0494818,22032.8,267105,52.047,46,148,32.272,77,98,109,59,9812,166.305,89,1070,253.913,91,272,1068.1,17.8194,12,45,17.5058,41,43,44,79.7053
3_0.05_-0.05_-0.24_0.49_-0.26_0.24_-0.02_-0.06_0.47_-0.28,348,520,32.1217,0.0617726,0.829427,184,160,1.07558,3.80181,1.11022e-16,0.398137,353.847,0.246853,0.0102204,9.32516,0.001096,14.8524,0.0461538,0.897872,-173,0.332692,2,1,96,0.184615,14,0.0269231,1.54521,1.28529,704,1.92918,0.0294638,0.10523,0.553892,0.0294638,0.0883875,0.958414,0.958996,0.673316,9,173,0.693582,0.381685,0.311896,1.92918,2.4122,4.45531,7.34915,0.706488,0.115607,0.000164986,0.105854,9,1024,348,520,297420,399592,61318,2441,402,0.773077,259,0.498077,0.00820725,0.206166,0.00232792,271.222,0.0100012,27119,9764,24.2886,13,82,23.3281,40,64,74,64,2441,38.1406,17,122,47.6199,54,117.7,119.7,1.54615,0,7,1.90288,3,4,6,57.8637
3_0.05_-0.09_-0.24_0.28_0.23_-0.46_-0.28_0.01_-0.27_-0.01,292,408,33.5693,0.0822777,0.937211,184,104,1.03509,3.89382,2.77556e-16,0.413102,295.767,0.431181,0.0070193,9.18134,0.000764519,17.9462,0.0588235,0.854113,-173,0.286765,2,1,96,0.235294,12,0.0294118,1.49594,1.14485,362,1.87294,0.042367,0.157779,0.568237,0.042367,0.127078,0.73813,0.738688,0.150134,9,93,0.712654,0.380988,0.331666,1.87294,1.55917,0.661275,5.52881,0.964783,0.215054,8.86917e-05,0.242536,9,1024,292,408,258610,371540,80312,11076,392,0.960784,270,0.661765,0.042829,0.310553,0.0105629,1230.67,0.047229,26057.5,28318,72.2398,79,496,87.7732,103,122,130,36,11076,307.667,73,786,334.238,778,781.5,784.25,1.92157,2,8,1.85338,3,4,7,58.8814
3_0.05_-0.16_-0.44_-0.18_0.38_-0.49_0.34_-0.16_0.4_0.08,404,632,30.6933,0.0485653,1.19107,184,216,1.06566,3.91176,3.88578e-16,0.450229,499.668,0.300094,0.0158808,9.32615,0.00170282,10.8476,0.0379747,0.892823,-173,0.362342,2,1,120,0.189873,30,0.0474684,1.37156,1.03384,112,2.29231,0.0570669,0.119779,0.620202,0.0570669,0.170973,0.808234,0.808542,0.34917,18,156,0.748055,0.567534,0.18052,2.29231,3.16682,10.8396,11.9008,0.835475,0.147436,0.000148773,0.116341,9,1024,404,632,240750,366898,60920,15168,1504,2.37975,528,0.835443,0.0630031,0.253043,0.0144653,1685.33,0.0718449,23457.9,72601,48.2719,38.5,208,45.459,77,97.7,116.85,72,15168,210.667,132,452,172.437,438,448,449,4.75949,5,11,3.25582,7,9,10,78.3175
3_0.05_-0.17_-0.25_0.46_0.23_-0.4_-0.06_0.35_0.27_-0.46,708,1240,50.1244,0.0404229,1.11335,184,520,0.874432,3.50839,2.22045e-16,0.389993,858.347,0.371805,0.00720477,9.33111,0.000772124,17.0677,0.0193548,1.10313,-173,0.429839,2,1,264,0.212903,152,0.122581,1.44451,1.1055,162,3.28725,0.036315,0.112841,0.582557,0.0241127,0.0723152,0.595394,0.595603,0.201,9,356,0.602923,0.302846,0.300077,3.28725,4.23729,17.7882,21.4424,0.786568,0.0561798,0.000339508,0.244375,9,1024,708,1240,378337,625788,116386,17151,2086,1.68226,948,0.764516,0.0453326,0.307625,0.0163565,1905.67,0.0489995,38891.6,82742,39.6654,36.5,143,30.7067,60,80.5,93,252,17151,68.0595,46.5,248,79.0428,86,178.9,244,3.36452,3,15,2.9902,5,8,8,124.041
3_0.05_-0.23_-0.41_-0.46_-0.41_-0.21_0.44_-0.0_-0.44_-0.33,588,1000,42.0469,0.0420469,1.42786,184,400,0.951581,3.2838,2.22045e-16,0.402096,692.913,0.251539,0.0101798,9.37334,0.00108604,14.9149,0.024,0.954763,-173,0.413,2,1,180,0.18,124,0.124,1.31557,1.00681,312,1.74877,0.049633,0.103754,0.549719,0.049633,0.148888,0.827314,0.827364,0.217959,21,92,0.689638,0.45672,0.232918,1.74877,1.92917,2.82776,6.62121,0.849296,0.217391,8.7738e-05,0.213391,9,1024,588,1000,292650,520358,114318,18923,8261,8.261,896,0.896,0.0646609,0.39063,0.0180464,2102.56,0.0644052,32645.8,309891,37.5125,27,165,33.727,58,90,100,105,18923,180.219,2,3105,587.018,42,589,605,16.522,13,58,16.019,27,43,46.05,94.2871
3_0.05_-0.33_0.24_-0.28_-0.11_-0.02_0.46_0.33_0.11_-0.46,512,848,37.9574,0.0447611,1.07792,184,324,1.00303,3.57604,1.55431e-15,0.40304,594.47,0.244606,0.00731288,9.37284,0.00078022,17.216,0.0283019,0.996574,-173,0.397406,2,1,148,0.174528,78,0.0919811,1.51597,1.16018,316,2.08208,0.0383835,0.123512,0.552132,0.0383835,0.115142,0.494329,0.494383,0.156532,9,144,0.681512,0.403768,0.277744,2.08208,2.3285,4.00261,8.11024,0.829254,0.138889,0.000137329,0.27341,9,1024,512,848,299094,467342,75618,30376,2319,2.73467,669,0.788915,0.10156,0.252824,0.0289688,3375.11,0.114516,29472.9,147522,63.6145,48,868,74.8934,98,113.2,144,36,30376,843.778,149,4503,1354.51,1119,2817.5,4502,5.46934,6,20,4.07986,8,11,13,81.8071
3_0.05_-0.36_-0.2_-0.17_0.04_0.08_0.09_0.27_0.06_-0.16,236,296,24.4401,0.0825679,0.473182,184,48,0.846992,3.44304,0,0.431468,224.027,0.0815174,0.0122046,9.18872,0.00132822,14.1411,0.0810811,0.86613,-173,0.206081,2,1,16,0.0540541,0,0,1.60947,1.29796,405,2.0118,0.0485268,0.154983,0.409311,0.0485268,0.145576,0.61235,0.612425,0.209021,9,108,0.757618,0.462383,0.295235,2.0118,1.96616,2.36243,6.91759,0.925279,0.185185,0.000102997,0.192276,9,1024,236,296,218812,283770,49210,2578,114,0.385135,144,0.486486,0.0117818,0.224896,0.00245857,286.444,0.0143487,19963.1,3426,30.0526,34.5,52,15.3805,43,47.7,49,88,2578,29.2955,37,56,20.0041,44.25,51,52,0.77027,0,3,0.916033,1,2,2,62.0326
3_0.05_0.07_0.05_0.4_-0.36_-0.06_0.27_-0.45_-0.49_0.01,440,704,40.9476,0.0581642,1.0399,184,252,1.04816,3.32873,7.21645e-16,0.390284,481.17,0.227056,0.0170922,9.33873,0.00183025,11.8653,0.0340909,0.948451,-173,0.37642,2,1,84,0.119318,82,0.116477,1.33896,1.02997,1006,2.19514,0.0369644,0.107855,0.510296,0.0369644,0.110692,0.575078,0.575629,0.0887262,9,163,0.670823,0.384496,0.286327,2.19514,2.62744,5.64379,8.9818,0.808204,0.122699,0.000155449,0.228921,9,1024,440,704,307043,481126,98505,40680,772,1.09659,468,0.664773,0.13249,0.320818,0.0387955,4520,0.141609,31918.9,104348,135.166,104.5,725,141.062,120,127,347,80,40680,508.5,432.5,963,395.532,958,961,963,2.19318,2,6,2.11788,4,5,6,64.927
3_0.05_0.12_0.13_-0.27_-0.44_-0.04_-0.35_-0.13_-0.34_-0.21,256,336,26.2539,0.0781367,0.586819,184,68,0.944208,3.43505,0,0.441415,267.243,0.116815,0.0144815,9.19121,0.00157558,11.1964,0.0714286,0.864419,-173,0.241071,2,1,24,0.0714286,36,0.107143,1.33409,1.13058,79,2.30561,0.0601721,0.16526,0.568479,0.0601721,0.180511,0.738139,0.738176,0.39901,21,133,0.754559,0.59256,0.161999,2.30561,3.06887,8.82948,10.6061,0.814971,0.150376,0.000126839,0.131561,9,1024,256,336,237102,322352,65648,1274,128,0.380952,144,0.428571,0.00537321,0.276877,0.00121498,141.556,0.00627417,22561.6,2504,19.5625,23,32,9.88824,26,32,32,48,1274,26.5417,25.5,32,4.45794,32,32,32,0.761905,0,4,1.06479,1,2,2,85.4541
3_0.05_0.1_0.25_0.17_-0.48_-0.02_0.0_-0.15_0.17_-0.28,276,376,30.0834,0.080009,0.643914,184,88,1.0043,3.57621,2.77556e-16,0.411383,267.142,0.115942,0.0164439,9.371,0.00175476,12.1058,0.0638298,0.84043,-173,0.268617,2,1,24,0.0638298,9,0.0239362,1.2666,1.06736,13,3.01844,0.062377,0.136497,0.439702,0.062377,0.187059,0.749863,0.75035,0.191215,21,188,0.723722,0.564991,0.158731,3.01844,3.96187,15.2541,16.2035,0.851259,0.106383,0.000179291,0.137513,9,1024,276,376,271096,370644,64524,16662,632,1.68085,288,0.765957,0.0614616,0.238012,0.0158901,1851.33,0.072059,25691.9,34344,54.3418,42,168,45.2861,98,131,141,136,16662,122.515,2,1248,233.576,263.25,291,398,3.3617,2,11,3.49118,6,10,10,95.4317
3_0.05_0.32_0.25_0.14_-0.04_-0.42_0.42_-0.06_-0.47_-0.2,460,744,41.9418,0.0563733,0.916904,184,272,1.03652,3.62562,1.11022e-16,0.409066,541.43,0.417184,0.00833454,9.33169,0.000893144,15.3327,0.0322581,0.93676,-173,0.383065,2,1,168,0.225806,36,0.0483871,1.5888,1.24125,123,2.46898,0.0375729,0.0883037,0.60042,0.0211678,0.0634975,0.481856,0.482471,0.176509,9,236,0.639029,0.300411,0.338617,2.46898,3.41563,11.4724,13.8761,0.722301,0.0847458,0.000225067,0.217578,9,1024,460,744,339162,504482,86195,23847,1664,2.23656,560,0.752688,0.0703115,0.254141,0.0227423,2649.67,0.079745,33226.7,95067,57.1316,44,284,49.0209,79.25,116,126.85,114,23847,209.184,138,944,250.43,317,532.5,542.05,4.47312,5,12,3.41121,7,9,9,69.5301
3_0.05_0.46_-0.09_0.42_-0.47_-0.21_0.13_-0.01_0.32_-0.32,468,760,34.0969,0.0448643,1.06488,184,280,1.03162,3.90893,3.88578e-16,0.395577,527.375,0.115181,0.0109895,9.37277,0.00117249,13.6047,0.0315789,0.958032,-173,0.385526,2,1,72,0.0947368,109,0.143421,1.33381,1.09929,57,3.48631,0.0551233,0.1079,0.603363,0.0551233,0.165343,0.674313,0.675962,0.17142,21,262,0.695281,0.506356,0.188925,3.48631,4.40702,19.5082,20.7719,0.934274,0.10687,0.000249863,0.149427,9,1024,468,760,296734,444288,71927,12227,1464,1.92632,464,0.610526,0.0412053,0.242396,0.0116606,1358.56,0.0476805,28492.9,98722,67.4331,64,167,37.743,94.25,113,133,142,12227,86.1056,2,585,175.467,16,323,577,3.85263,1,14,4.394,9,10,12,93.3853
3_0.06_-0.01_-0.05_-0.31_0.45_-0.01_-0.16_-0.33_-0.06_-0.08,304,432,28.9909,0.0671085,0.856179,184,116,1.05102,3.53242,1.11022e-16,0.454449,358.098,0.315789,0.0125742,9.36565,0.00134259,13.24,0.0555556,0.897771,-173,0.298611,2,1,72,0.166667,24,0.0555556,1.40708,1.15334,13765,0.74363,0.0608978,0.100741,0.501849,0.0608978,0.18269,0.693553,0.693579,0.262163,21,33,0.761054,0.592344,0.16871,0.74363,1.27072,0.221539,2.64059,0.320061,0.121212,3.14713e-05,0.125657,9,1024,304,432,227760,351300,74113,18090,384,0.888889,360,0.833333,0.0794257,0.3254,0.017252,2010,0.0834185,24095.4,38430,100.078,81.5,255,84.2747,180,196,254,78,18090,231.923,28,488,224.849,485,487,488,1.77778,1,6,1.60054,3,4,6,67.4338
3_0.06_-0.09_-0.49_0.04_-0.09_-0.03_0.48_-0.21_0.05_-0.31,604,1032,31.0905,0.0301265,1.20021,184,416,0.940858,3.17085,2.44249e-15,0.399699,721.51,0.202933,0.0069429,9.383,0.000739944,17.3692,0.0232558,0.915755,-173,0.415698,2,1,116,0.112403,182,0.176357,1.2158,1.00757,577.5,2.28686,0.0621614,0.112869,0.624406,0.0621614,0.186479,0.931861,0.931878,0.498208,9,112,0.760961,0.556931,0.20403,2.28686,2.67245,5.91381,9.14907,0.9121,0.178571,0.000106812,0.151804,9,1024,604,1032,226666,446436,74542,32886,14131,13.6928,956,0.926357,0.145086,0.328863,0.0313625,3654,0.139692,26157.5,720109,50.9595,43,389,47.6819,73,96,110,44,32886,747.409,147,4239,1183.97,1233.5,1249.4,4239,27.3857,16,82,28.6191,61.25,73,74.45,83.5396
3_0.06_-0.0_-0.2_0.06_0.44_-0.02_-0.21_-0.29_0.17_-0.32,284,392,30.8326,0.0786547,0.932203,184,96,1.02125,3.43536,1.66533e-16,0.428109,292.283,0.208585,0.0144796,9.18635,0.00157621,12.4659,0.0612245,0.764148,-173,0.278061,2,1,56,0.142857,0,0,1.44447,1.1905,6,2.11158,0.0508928,0.111308,0.487097,0.0508928,0.15259,0.668471,0.668866,0.205869,9,133,0.720703,0.494315,0.226388,2.11158,2.75316,6.96646,9.39186,0.8036,0.150376,0.000126839,0.222019,9,1024,284,392,268409,373626,59158,21800,628,1.60204,306,0.780612,0.0812193,0.220402,0.0207901,2422.22,0.093967,25777.4,74243,118.221,92,542,115.769,118,187.3,508,138,21800,157.971,105,573,196.873,195,558.6,563.15,3.20408,3,9,2.79744,6,7,8,69.7106
3_0.06_-0.16_0.16_-0.46_0.39_-0.3_-0.28_-0.48_0.03_-0.03,364,552,29.2386,0.0529685,1.0271,184,176,1.07594,3.35363,2.22045e-16,0.445458,419.388,0.331502,0.0169741,9.15355,0.00185438,11.0134,0.0434783,0.914039,-173,0.342391,2,1,88,0.15942,55,0.0996377,1.32138,1.00105,2200,1.20977,0.050128,0.0764945,0.577651,0.050128,0.150323,0.884737,0.88482,0.379641,20,68,0.769699,0.545332,0.224367,1.20977,1.31984,1.26592,4.42862,0.51583,0.161765,6.48499e-05,0.163016,9,1024,364,552,208352,340558,74420,15675,1510,2.73551,464,0.84058,0.0752333,0.357184,0.0149488,1741.67,0.0776057,22442.5,69322,45.9086,36,318,50.6313,63,82,176,67,15675,233.955,54,2438,469.174,67,879.2,884,5.47101,3.5,15,4.30064,9,12,12,79.4675
3_0.06_-0.29_-0.14_0.44_-0.02_0.38_-0.34_0.36_0.38_0.28,436,696,33.4635,0.0480797,1.07101,184,248,1.05035,3.57556,2.77556e-16,0.405643,512.674,0.461555,0.0111687,9.3536,0.00119405,13.4422,0.0344828,0.958454,-173,0.375,2,1,180,0.258621,20,0.0287356,1.25496,1.05164,1143,1.95739,0.0381746,0.116453,0.63482,0.014183,0.0425491,0.87816,0.87816,0.522173,12,152,0.679702,0.297182,0.38252,1.95739,2.61845,5.82637,8.5369,0.781555,0.151316,0.000144958,0.152615,9,1024,436,696,295860,438380,74490,19708,836,1.20115,524,0.752874,0.0666126,0.251774,0.018795,2189.78,0.0769481,28457.9,61826,73.9545,58,397,78.2876,105,115,120.5,108,19708,182.481,117,416,164.542,408,415,416,2.4023,2,8,1.94144,3,5,6,137.332
3_0.06_-0.2_-0.37_-0.44_-0.34_-0.43_0.48_-0.07_0.26_-0.29,328,480,29.2418,0.0609203,0.971173,184,140,1.06964,3.79476,0,0.452171,369.937,0.272067,0.0135319,9.32101,0.00145176,12.3174,0.05,0.898572,-173,0.31875,2,1,76,0.158333,33,0.06875,1.35002,1.04383,139,2.26533,0.0567741,0.129086,0.588026,0.0567741,0.170291,0.765681,0.767352,0.297159,21,148,0.740857,0.595776,0.145082,2.26533,2.9908,9.57442,11.3417,0.857395,0.155405,0.000141144,0.0809954,9,1024,328,480,248620,342496,53962,7398,256,0.533333,280,0.583333,0.0297563,0.217046,0.00705528,822,0.0358594,22922.9,13698,53.5078,36,205,57.1506,68,137,186,90,7398,82.2,62,219,82.7586,203,216,217.55,1.06667,1,4,1.16714,2,3,3,63.5674
3_0.06_0.21_0.06_-0.35_0.03_0.03_-0.18_-0.03_0.35_-0.39,360,544,31.0348,0.0570493,0.916179,184,172,1.07615,3.75853,2.22045e-16,0.419429,398.754,0.446296,0.0104114,9.65161,0.00107872,14.09,0.0441176,0.873741,-173,0.340074,2,1,108,0.198529,42,0.0772059,1.53636,1.21933,2132,1.86675,0.0518389,0.0928074,0.563187,0.0518389,0.155458,0.595528,0.595586,0.175919,9,108,0.716154,0.466782,0.249372,1.86675,2.46139,5.20232,7.81759,0.820242,0.185185,0.000102997,0.164291,9,1024,360,544,269320,375910,56742,6216,488,0.897059,324,0.595588,0.0230804,0.210686,0.00592804,690.667,0.0276452,24983.2,21576,44.2131,24,235,45.5937,63,82,149,80,6216,77.7,56,314,102.645,72,310.3,313.05,1.79412,1,7,1.97081,3,5,6,57.0625
3_0.06_0.33_-0.34_-0.07_-0.06_-0.24_-0.11_0.13_0.12_0.02,316,456,26.3006,0.0576768,0.883916,184,128,1.06221,2.81265,8.32667e-16,0.409518,331.03,0.267631,0.0108989,9.37847,0.00116212,13.925,0.0526316,0.800418,-173,0.309211,2,1,80,0.175439,37,0.0811404,1.29946,1.12022,1108.5,1.47214,0.0679588,0.105567,0.548474,0.0679588,0.203744,0.649066,0.649219,0.226689,9,48,0.778081,0.600639,0.177442,1.47214,1.38041,0.231315,4.1924,0.740259,0.1875,4.57764e-05,0.166546,9,1024,316,456,211702,342522,72822,35280,1916,4.20175,384,0.842105,0.166649,0.343984,0.0336456,3920,0.170314,23016.3,103807,54.179,27,497,77.8999,48,108,224.25,44,35280,801.818,377,4626,1301.79,1352,1415,4624.85,8.40351,6,22,7.4271,14,19.5,22,64.4463
3_0.06_0.43_0.06_0.45_0.21_0.49_0.43_0.34_-0.01_0.09,268,360,23.4787,0.0652187,0.634807,184,80,0.983665,3.5037,3.33067e-16,0.414503,275.814,0.183724,0.0135567,9.18013,0.00147674,13.6592,0.0666667,0.864073,-173,0.258333,2,1,36,0.1,8,0.0222222,1.06512,1.00063,10531,0.538993,0.0194511,0.145544,0.430817,0.0150986,0.0452948,0.330816,0.33083,0.125957,36,71,0.74726,0.422365,0.324895,0.538993,-0.52209,-0.333819,1.84813,0,0,6.77109e-05,0.133012,9,1024,268,360,244640,322412,52817,4666,72,0.2,108,0.3,0.0190729,0.215897,0.00444984,518.444,0.0231837,22362.4,8354,116.028,116,131,10.2333,128,130.7,131,36,4666,129.611,131,139,6.86488,133,138,139,0.4,0,2,0.663325,1,1.1,2,67.2351
3_0.07_-0.02_0.27_-0.09_-0.34_0.26_0.01_0.17_-0.15_0.44,268,360,30.1473,0.0837424,0.457661,184,80,0.983665,3.66596,1.66533e-16,0.418889,278.724,0.179104,0.0122709,9.38775,0.00130712,12.6831,0.0666667,0.909465,-173,0.258333,2,1,36,0.1,36,0.1,1.21313,1.14447,3885,1.12172,0.0214577,0.151846,0.57126,0.0214577,0.064373,0.793042,0.793042,0.347594,33,116,0.671694,0.428032,0.243662,1.12172,1.31279,0.580224,3.70569,0.561067,0.172414,0.000110626,0.0960765,9,1024,268,360,325984,405330,56342,9216,36,0.1,48,0.133333,0.0282713,0.172837,0.00878906,1024,0.035489,28854,11876,329.889,117,785,310.124,735,784.5,785,12,9216,768,784,785,23.3381,785,785,785,0.2,0,2,0.541603,0,1,2,94.0231
3_0.07_-0.14_-0.04_-0.16_-0.1_-0.08_-0.26_0.4_0.29_0.28,196,216,23.7726,0.110058,0.67154,184,8,0.388509,3.68872,5.55112e-17,0.441174,174.351,0,0.0156366,9.14306,0.00171022,13.0801,0.111111,0.77749,-173,0.0972222,2,1,0,0,0,0,1.70296,1.53882,1649,1.3284,0.0317545,0.100127,0.219426,0.0264606,0.079381,0.544766,0.544775,0.238906,12,80,0.727025,0.381958,0.345067,1.3284,0.947914,-1.04458,3.49418,0.885419,0.2875,7.62939e-05,0.268398,9,1024,196,216,252992,302960,43761,1992,192,0.888889,171,0.791667,0.00787377,0.172974,0.00189972,221.333,0.0101611,21782.5,2792,14.5417,5.5,57,17.8538,21,51,55.45,90,1992,22.1333,8,57,22.3265,48.75,56,56,1.77778,2,5,1.42617,2,4,5,34.559
3_0.07_-0.46_-0.08_0.1_-0.48_-0.44_-0.32_-0.13_-0.28_-0.23,352,528,34.1779,0.0647308,0.590087,184,164,1.07598,3.91702,1.14908e-14,0.451706,420.804,0.228896,0.0122832,9.3254,0.00131717,13.4523,0.0454545,0.929716,-173,0.335227,2,1,72,0.136364,50,0.094697,1.39392,1.06678,595,2.35815,0.0484591,0.104342,0.512021,0.0484591,0.145372,0.815575,0.815602,0.355035,21,172,0.715569,0.472193,0.243376,2.35815,3.07721,9.23768,11.648,0.788527,0.116279,0.000164032,0.173118,9,1024,352,528,265612,393010,73666,19356,656,1.24242,320,0.606061,0.0728732,0.277344,0.0184593,2150.67,0.0810753,26526.8,70542,107.534,107,628,108.204,127,158,193,32,19356,604.875,625,1120,509.078,1111.25,1117.5,1118.9,2.48485,2,12,2.85637,4,7,7,89.2057
3_0.07_0.03_0.4_-0.02_-0.22_-0.14_0.08_0.05_-0.18_0.43,280,384,31.8502,0.0829431,0.67799,184,92,1.0132,3.45085,1.11022e-16,0.4141,287.504,0.207143,0.0116005,9.14767,0.00126814,13.7011,0.0625,0.862738,-173,0.273438,2,1,36,0.09375,29,0.0755208,1.24508,1.1388,882,2.19479,0.0504084,0.0873171,0.488334,0.0504084,0.151224,0.650565,0.650574,0.170322,9,118,0.697641,0.507504,0.190138,2.19479,2.70244,6.04816,8.52614,0.862931,0.169492,0.000112534,0.119489,9,1024,280,384,299728,418762,80058,22424,348,0.90625,240,0.625,0.0748145,0.267102,0.0213852,2491.56,0.0842901,29559.3,50616,145.448,122,704,151.244,169,457,458,36,22424,622.889,125.5,1634,710.747,1625,1629.5,1634,1.8125,1.5,6,1.87812,3,5,6,61.9959
