key,n_node,n_edge,total_length,mean_edge_len,len_cv,deg2_count,deg4_count,degree_entropy,orient_entropy,anisotropy,radius_gyration,moment_total,clustering_coef,fiedler_value,lambda_max,spectral_gap_ratio,aspl_giant,boundary_frac,fractal_dim_box,rigidity_index,redundancy_ratio,max_k_core,kcore_frac,triangle_count,triangle_ratio,quad_count,quad_ratio,avg_shortest_dy,straightness,mesh_median_area,mesh_cv_area,mesh_max_area_ratio,edge_betweenness_max,edge_betweenness_gini,largest_pore_ratio,top_area_sum_ratio,top_convexity_min,top_convexity_mean,top_circularity_min,big_pore_count,total_pore_count,total_pore_ratio,center_pore_ratio,edge_pore_ratio,pore_area_cv,pore_area_skew,pore_area_kurtosis,pore_area_max_over_mean,pore_large_area_frac,pore_count_large_frac,pore_density,pore_spatial_cv,contact_thick,contact_canvas_size,contact_nodes,contact_edges,contact_edge_pixel_union_count,contact_edge_pixel_sum,contact_raw_overlap_pixel_count,contact_overlap_pixel_count,contact_overlap_pair_count,contact_overlap_pairs_per_edge,contact_edges_with_contact_count,contact_edges_with_contact_ratio,contact_overlap_pixel_ratio_union,contact_raw_overlap_pixel_ratio_union,contact_overlap_pixel_ratio_canvas,contact_overlap_length_px_approx,contact_overlap_length_ratio_centerline,contact_centerline_length_px,contact_overlap_pair_size_sum,contact_overlap_pair_size_mean,contact_overlap_pair_size_median,contact_overlap_pair_size_max,contact_overlap_pair_size_std,contact_overlap_pair_size_q75,contact_overlap_pair_size_q90,contact_overlap_pair_size_q95,contact_overlap_cc_count,contact_overlap_cc_size_sum,contact_overlap_cc_size_mean,contact_overlap_cc_size_median,contact_overlap_cc_size_max,contact_overlap_cc_size_std,contact_overlap_cc_size_q75,contact_overlap_cc_size_q90,contact_overlap_cc_size_q95,contact_edge_contact_degree_mean,contact_edge_contact_degree_median,contact_edge_contact_degree_max,contact_edge_contact_degree_std,contact_edge_contact_degree_q75,contact_edge_contact_degree_q90,contact_edge_contact_degree_q95,max_load
3_-0.5_-0.2_0.01_0.36_0.4_0.07_0.03_-0.03_0.46_-0.35,580,984,39.0608,0.0396959,1.08196,184,392,0.956975,3.16069,1.66533e-16,0.432851,758.341,0.294089,0.00767277,9.37994,0.000817998,14.8987,0.0243902,1.00698,-173,0.411585,2,1,192,0.195122,97,0.0985772,1.41914,1.15065,14,2.75256,0.0393391,0.109064,0.659797,0.0168495,0.0505428,0.76479,0.764864,0.289727,21,241,0.679383,0.306328,0.373055,2.75256,3.08629,9.07266,13.9549,0.967936,0.13278,0.000229836,0.15303,9,1024,580,984,294950,507778,101662,33265,1904,1.93496,840,0.853659,0.112782,0.344675,0.031724,3696.11,0.115158,32096.1,110610,58.0935,41,359,60.3093,86,135.7,167.9,132,33265,252.008,219.5,490,184.554,471,474.9,485,3.86992,3,11,2.51486,6,7,8,82.1064
3_-0.5_0.15_0.29_0.05_0.19_-0.12_-0.26_0.35_-0.39_-0.4,520,864,41.9422,0.0485442,0.858117,184,332,0.997659,3.65042,1.66533e-16,0.401819,620.092,0.429304,0.00654586,9.3538,0.000699808,16.6765,0.0277778,1.03821,-173,0.399306,2,1,204,0.236111,75,0.0868056,1.28156,1.01176,115,3.19584,0.0435648,0.125462,0.69169,0.0435648,0.130609,0.489201,0.489318,0.0890948,9,249,0.641024,0.394617,0.246407,3.19584,3.65453,12.5799,16.9224,0.90135,0.0803213,0.000237465,0.223133,9,1024,520,864,344038,521940,89034,20924,1320,1.52778,660,0.763889,0.0608189,0.258791,0.0199547,2324.89,0.0692235,33585.3,94792,71.8121,68,356,48.9214,84,113,130,96,20924,217.958,175.5,611,200.451,247,610,610,3.05556,2.5,8,2.49938,5,8,8,65.7561
3_-0.5_0.47_-0.16_0.3_0.24_0.47_-0.44_-0.34_0.21_0.1,576,976,44.3742,0.0454654,1.12332,184,388,0.959679,3.82982,1.11022e-16,0.389868,677.187,0.299603,0.0116984,9.36777,0.00124879,13.7136,0.0245902,1.06601,-173,0.410861,2,1,156,0.159836,119,0.121926,1.27597,1.0402,1443,2.41641,0.0353699,0.112498,0.572299,0,0,1,1,1,0,266,0.597226,0.214638,0.382588,2.41641,4.42617,19.5909,15.7535,0.502332,0.0413534,0.000253677,0.292042,9,1024,576,976,385358,570668,85132,14520,1192,1.22131,640,0.655738,0.0376792,0.220917,0.0138474,1613.33,0.043952,36706.7,53220,44.6477,35,174,39.8335,79,100,104,140,14520,103.714,69,243,87.9191,189,235,242,2.44262,2,8,2.22246,5,5,6,151.406
3_0.01_-0.05_-0.41_-0.35_0.29_-0.24_0.35_0.46_0.22_0.12,432,688,31.9074,0.0463771,1.15976,184,244,1.05249,3.58282,1.05471e-15,0.41163,496.227,0.234347,0.0120519,9.3713,0.00128605,13.2173,0.0348837,0.903506,-173,0.373547,2,1,100,0.145349,40,0.0581395,1.25779,1.01983,574,2.01293,0.0567074,0.114631,0.535441,0.0567074,0.170118,0.703986,0.704026,0.294044,21,120,0.723371,0.590935,0.132436,2.01293,2.79631,8.02543,9.40719,0.838119,0.191667,0.000114441,0.0690775,9,1024,432,688,270208,410074,69864,14274,823,1.19622,481,0.699128,0.052826,0.258556,0.0136127,1586,0.0604197,26249.7,65308,79.3536,79,228,41.3965,103,125,134,60,14274,237.9,163,580,225.302,576,578,579,2.39244,2,9,2.53408,4,6,9,68.5771
3_0.01_-0.1_0.21_0.32_-0.41_-0.05_0.4_-0.4_-0.37_0.21,504,832,45.8093,0.0550593,0.986474,184,316,1.00837,3.43244,1.11022e-16,0.39315,578.304,0.263228,0.0117728,9.37755,0.00125543,13.3078,0.0288462,0.992368,-173,0.395433,2,1,92,0.110577,132,0.158654,1.28161,1.0118,342,2.105,0.0288887,0.12211,0.567696,0.0247555,0.0742664,0.639653,0.639661,0.227266,9,224,0.646252,0.323132,0.32312,2.105,2.72737,6.72103,10.0132,0.797861,0.142857,0.000213623,0.190101,9,1024,504,832,340785,548352,104426,47522,1540,1.85096,708,0.850962,0.139449,0.306428,0.0453205,5280.22,0.143955,36679.7,139489,90.5773,68,1226,135.95,100,198.1,347,100,47522,475.22,6,1797,722.282,380,1749,1757,3.70192,4,10,2.80583,6,8,9,146.246
3_0.01_-0.28_-0.42_-0.17_0.47_-0.42_-0.13_-0.44_-0.43_-0.42,348,520,36.007,0.0692442,0.67192,184,160,1.07558,3.64469,1.11022e-16,0.451874,399.78,0.409688,0.018525,9.3253,0.00198653,9.91454,0.0461538,0.905116,-173,0.332692,2,1,116,0.223077,12,0.0230769,1.29333,1,595,1.88894,0.051053,0.106314,0.606129,0.051053,0.153155,0.859105,0.859149,0.326303,20,117,0.703297,0.545078,0.158218,1.88894,2.41357,6.02272,8.49315,0.843271,0.196581,0.00011158,0.125796,9,1024,348,520,286770,415728,84572,6682,424,0.815385,308,0.592308,0.0233009,0.294912,0.00637245,742.444,0.0263138,28215,20890,49.2689,34,200,43.4741,53,109.7,130,84,6682,79.5476,33,286,99.077,85.25,271.7,282.85,1.63077,1,7,1.69224,3,4,4,87.1141
3_0.01_-0.48_-0.31_-0.49_-0.22_0.01_0.44_-0.22_-0.41_0.36,488,800,43.9361,0.0549201,1.00068,184,300,1.01889,3.97397,1.11022e-16,0.41277,570.982,0.360461,0.00989559,9.37292,0.00105576,14.9007,0.03,1.02118,-173,0.39125,2,1,156,0.195,87,0.10875,1.46653,1.10542,99,3.09195,0.0402594,0.0981964,0.572935,0.0402594,0.120772,0.558538,0.559083,0.0815515,9,233,0.642025,0.355709,0.286316,3.09195,3.32871,9.89241,14.6107,0.917393,0.0858369,0.000222206,0.287837,9,1024,488,800,336666,510606,96143,12992,534,0.6675,366,0.4575,0.0385902,0.285574,0.0123901,1443.56,0.0429773,33588.8,33356,62.4644,51,275,53.4058,93,119,140,76,12992,170.947,72,592,221.888,185,589.5,590.25,1.335,0,6,1.75863,3,5,5,86.1902
3_0.01_0.1_0.13_0.11_-0.46_0.15_0.22_-0.01_-0.06_0.06,232,288,25.7328,0.08935,0.591248,184,44,0.821126,3.78064,0,0.430407,228.423,0.336207,0.0157409,9.14977,0.00172036,11.5129,0.0833333,0.87612,-173,0.197917,2,1,36,0.125,0,0,1.36825,1.35919,532,2.3535,0.0672445,0.100654,0.464022,0.0672445,0.201698,0.928742,0.929285,0.503719,21,92,0.764249,0.689655,0.0745935,2.3535,2.62791,5.06996,8.09487,0.791292,0.0978261,8.7738e-05,0.0651127,9,1024,232,288,241056,365082,95390,15130,258,0.895833,252,0.875,0.0627655,0.395717,0.0144291,1681.11,0.064887,25908.3,24022,93.1085,123.5,185,53.37,138,145,170.15,104,15130,145.481,142.5,304,112.42,240,295.7,301.25,1.79167,2,5,1.24094,2.25,4,4,95.0004
3_0.01_0.26_0.31_-0.17_0.1_0.04_0.03_0.07_0.05_0.24,256,336,21.4066,0.06371,0.655805,184,68,0.944208,3.41702,2.22045e-16,0.418914,256.651,0.192336,0.0104712,9.18013,0.00114064,15.1314,0.0714286,0.902992,-173,0.241071,2,1,36,0.107143,12,0.0357143,1.23117,1.10584,602,1.73168,0.0497093,0.137667,0.390137,0.0497093,0.149028,0.833787,0.834657,0.452356,9,92,0.768964,0.545408,0.223556,1.73168,2.05825,2.91398,5.9473,0.843962,0.217391,8.7738e-05,0.0747739,9,1024,256,336,219724,279482,41906,0,0,0,0,0,0,0.190721,0,0,0,19505.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.747
3_0.01_0.26_0.46_0.4_0.16_-0.1_0.32_0.17_-0.17_0.44,556,936,34.359,0.0367083,0.852339,184,368,0.973246,3.94079,2.77556e-16,0.410283,713.715,0.239637,0.00827515,9.33465,0.000886498,16.3187,0.025641,1.05195,-173,0.407051,2,1,144,0.153846,118,0.126068,1.11995,1.04996,596,2.12484,0.0234509,0.119497,0.548566,0.0223999,0.0671997,0.60265,0.60265,0.204767,21,200,0.664534,0.372293,0.29224,2.12484,2.24429,3.25375,7.05784,0.878909,0.16,0.000190735,0.249842,9,1024,556,936,327220,511438,84280,20742,1628,1.73932,648,0.692308,0.0633885,0.257564,0.0197811,2304.67,0.0704472,32714.8,79874,49.0627,46,181,44.3191,71,122,132,72,20742,288.083,287.5,467,170.365,459,465.9,466.45,3.47863,2.5,11,3.43337,7,8,10,98.9193
3_0.01_0.39_-0.16_0.07_-0.42_-0.29_0.36_-0.16_0.48_-0.45,500,824,36.3808,0.0441514,1.01798,184,312,1.01102,3.87759,5.55112e-17,0.410993,583.337,0.337143,0.0126062,9.33409,0.00135056,13.48,0.0291262,0.979704,-173,0.394417,2,1,168,0.203883,46,0.0558252,1.37237,1.05567,234,2.34579,0.0499296,0.11443,0.578984,0.0499296,0.149632,0.751105,0.7537,0.280401,21,168,0.702126,0.504997,0.197128,2.34579,3.07218,9.88119,11.9468,0.951081,0.190476,0.000160217,0.124965,9,1024,500,824,283995,449243,83926,12916,1284,1.55825,596,0.723301,0.0454797,0.295519,0.0123177,1435.11,0.0505275,28402.6,64522,50.2508,54,151,35.4401,80,91,98,92,12916,140.391,109,346,129.583,325,328,345,3.1165,3,13,2.84401,5,7,8,83.9549
3_0.01_0.5_-0.02_0.11_-0.41_-0.43_0.15_0.45_0.17_-0.02,556,936,38.3417,0.0409634,1.1509,184,368,0.973246,3.85711,8.32667e-16,0.403272,681.821,0.268414,0.00673699,9.36042,0.000719732,16.9092,0.025641,0.97064,-173,0.407051,2,1,156,0.166667,129,0.137821,1.37182,1.06618,776,2.36218,0.0409088,0.153491,0.630741,0.0240116,0.0719929,0.318738,0.319059,0.105427,9,178,0.661343,0.318251,0.343092,2.36218,2.71572,6.17219,11.0106,0.838,0.11236,0.000169754,0.260086,9,1024,556,936,312278,481836,72994,11688,4856,5.18803,673,0.719017,0.0374282,0.233747,0.0111465,1298.67,0.0429678,30224.2,401312,82.6425,87,160,25.3977,98,107,112,72,11688,162.333,168.5,478,136.075,266,276.4,368.1,10.3761,6,46,13.7448,11,37,39,68.3616
3_0.02_-0.03_-0.12_-0.47_-0.43_-0.19_-0.16_0.04_-0.14_0.11,280,384,23.5574,0.0613474,0.586136,184,92,1.0132,3.52231,1.11022e-16,0.437464,299.788,0.428231,0.00985829,9.18615,0.00107317,14.118,0.0625,0.923005,-173,0.273438,2,1,84,0.21875,0,0,1.41658,1.07861,417,2.00779,0.0468636,0.160699,0.571516,0.0468636,0.140561,0.683513,0.683592,0.229754,9,100,0.76731,0.415997,0.351314,2.00779,1.70503,1.16615,6.10751,0.978655,0.2,9.53674e-05,0.286811,9,1024,280,384,199542,274328,50134,1274,72,0.1875,120,0.3125,0.00638462,0.251245,0.00121498,141.556,0.00777633,18203.4,1582,21.9722,17,49,13.0128,29,47.8,48.45,84,1274,15.1667,11.5,48,15.7985,25.25,45,47,0.375,0,2,0.599479,1,1,2,57.672
3_0.02_-0.04_-0.41_0.2_0.15_0.08_0.38_0.3_0.27_0.17,376,576,24.9366,0.0432927,0.902894,184,188,1.07427,3.88941,4.44089e-16,0.403989,415.608,0.224924,0.0133264,9.37993,0.00142073,11.3528,0.0416667,0.921195,-173,0.348958,2,1,80,0.138889,29,0.0503472,1.14167,1.06809,428,2.5244,0.0482788,0.120739,0.612797,0.0482788,0.144835,0.992825,0.992828,0.814493,21,170,0.741476,0.550722,0.190754,2.5244,3.34487,10.3441,11.069,0.790869,0.117647,0.000162125,0.0640427,9,1024,376,576,255532,362074,55632,9534,494,0.857639,354,0.614583,0.0373104,0.217711,0.00909233,1059.33,0.0448027,23644.4,32688,66.17,93,189,53.5078,108.75,114,137.35,114,9534,83.6316,32,210,78.0516,143,202.7,206.35,1.71528,1,8,1.89723,2,4,6,82.835
3_0.02_-0.12_0.01_0.46_0.06_-0.08_0.21_-0.1_0.36_0.43,364,552,33.7284,0.0611022,0.843165,184,176,1.07594,3.4275,1.11022e-16,0.419394,417.047,0.212193,0.00754561,9.37453,0.000804906,18.1109,0.0434783,0.960303,-173,0.342391,2,1,72,0.130435,86,0.155797,1.58352,1.40272,10.5,2.50343,0.0499926,0.107877,0.461615,0.0499926,0.14997,0.528086,0.528121,0.100888,9,144,0.676223,0.489227,0.186996,2.50343,2.94364,7.67645,10.6458,0.890747,0.138889,0.000137329,0.099765,9,1024,364,552,319340,446882,80462,12800,552,1,376,0.681159,0.0400827,0.251963,0.012207,1422.22,0.0468645,30347.5,32704,59.2464,26,397,75.6148,91.25,97,97.45,112,12800,114.286,62,434,158.203,80.25,417.8,420,2,2,6,1.73205,3,4.8,6,36.7928
3_0.02_-0.22_0.35_-0.47_0.08_0.03_-0.2_0.07_0.02_-0.44,280,384,30.9494,0.0805975,0.57801,184,92,1.0132,3.88155,1.11022e-16,0.439518,291.989,0.383333,0.0151855,9.18188,0.00165385,12.1687,0.0625,0.914222,-173,0.273438,2,1,68,0.177083,11,0.0286458,1.48443,1.13028,1434,1.75794,0.0532532,0.115438,0.49607,0.0532532,0.159664,0.747161,0.747445,0.19492,32,112,0.719746,0.556424,0.163321,1.75794,2.74935,8.05094,8.28675,0.649688,0.151786,0.000106812,0.142899,9,1024,280,384,266919,343603,52448,2976,68,0.177083,88,0.229167,0.0111494,0.196494,0.00283813,330.667,0.0138504,23874.2,4360,64.1176,37,196,61.1323,40,196,196,28,2976,106.286,43.5,196,77.7555,196,196,196,0.354167,0,2,0.691905,0,2,2,62.0799
3_0.02_-0.25_-0.4_-0.21_-0.34_0.05_0.48_0.4_-0.2_-0.36,568,960,40.6954,0.042391,1.0202,184,380,0.965098,3.66055,3.33067e-16,0.403964,684.738,0.152414,0.0113648,9.38325,0.00121118,13.5348,0.025,0.99518,-173,0.409375,2,1,84,0.0875,143,0.148958,1.35712,1.09445,165,2.43559,0.0351448,0.116544,0.612038,0.022089,0.0662632,0.932351,0.932487,0.430088,21,212,0.655809,0.322569,0.333241,2.43559,2.68951,6.1596,11.3611,0.929,0.150943,0.000202179,0.155649,9,1024,568,960,324134,521718,92488,29607,2640,2.75,776,0.808333,0.0913419,0.285339,0.0282354,3289.67,0.0987659,33307.7,157395,59.6193,48,448,54.4716,79,111.1,161,40,29607,740.175,54.5,5407,1583.03,814,1295.1,5395.45,5.5,5,18,4.92612,8,12,17,99.5813
3_0.02_-0.2_0.17_0.36_-0.06_0.47_0.49_0.21_0.18_-0.14,304,432,27.9007,0.0645849,1.1976,184,116,1.05102,3.80584,1.66533e-16,0.428139,332.865,0.240915,0.010007,9.35358,0.00106986,15.1631,0.0555556,0.861773,-173,0.298611,2,1,84,0.194444,15,0.0347222,1.78573,1.57564,271,1.93593,0.0354605,0.118174,0.504845,0.0277395,0.0832157,0.561677,0.561723,0.239797,12,119,0.722078,0.365046,0.357033,1.93593,1.59005,0.60691,5.84396,0.953511,0.193277,0.000113487,0.258612,9,1024,304,432,254274,362994,70082,27166,528,1.22222,368,0.851852,0.106838,0.275616,0.0259075,3018.44,0.120987,24948.4,39877,75.5246,18.5,568,132.485,127,150,517.65,136,27166,199.75,155,586,215.41,527.25,545.5,557.25,2.44444,2,6,1.65738,3,5,5,69.5217
3_0.02_0.05_0.24_-0.4_-0.41_0.33_0.48_0.43_-0.29_0.41,472,768,47.2899,0.0615754,1.00958,184,284,1.02912,3.31482,2.77556e-16,0.403448,560.527,0.309322,0.0106097,9.43003,0.0011251,13.3567,0.03125,1.01039,-173,0.386719,2,1,132,0.171875,98,0.127604,1.26806,1.0011,773,2.50527,0.0432968,0.135459,0.64528,0,0,1,1,1,0,198,0.617499,0.236357,0.381143,2.50527,3.95136,14.5137,13.883,0.617208,0.0555556,0.000188828,0.379443,9,1024,472,768,355746,561458,124240,26966,1236,1.60938,576,0.75,0.0758013,0.349238,0.0257168,2996.22,0.0791137,37872.3,67616,54.7055,32,517,73.2714,82,107,116.25,100,26966,269.66,93,938,344.402,156,924,933.05,3.21875,3,11,2.85301,5,7,9,161.432
3_0.02_0.26_-0.12_-0.28_-0.17_0.24_0.16_0.47_0.36_0.21,472,768,32.1111,0.0418114,1.14501,184,284,1.02912,4.01623,0,0.404301,560.34,0.180589,0.00761407,9.37248,0.000812386,16.3628,0.03125,0.918155,-173,0.386719,2,1,108,0.140625,108,0.140625,1.29476,1.09109,1480,1.62417,0.0361786,0.153229,0.649284,0.0138092,0.0414276,0.793181,0.793181,0.397752,21,128,0.692944,0.299397,0.393547,1.62417,2.27642,4.08382,6.68288,0.734444,0.179688,0.00012207,0.147167,9,1024,472,768,284074,430238,64258,11226,4294,5.59115,648,0.84375,0.0395179,0.226202,0.0107059,1247.33,0.0454385,27451,202919,47.2564,35,193,37.1993,84,99,108,52,11226,215.885,205.5,382,159.753,370.25,380,381,11.1823,15,27,6.95076,17,17,17,68.228
3_0.02_0.34_-0.07_0.27_0.18_0.47_-0.47_-0.2_0.18_0.37,424,672,37.754,0.0561815,0.981327,184,236,1.0566,3.82951,2.22045e-16,0.408168,503.91,0.325247,0.0181776,9.32846,0.00194862,11.2483,0.0357143,0.981529,-173,0.370536,2,1,120,0.178571,22,0.0327381,1.1928,1.05247,4099,1.02693,0.0218658,0.0741183,0.559213,0,0,1,1,1,0,152,0.638412,0.32399,0.314423,1.02693,2.91078,7.84062,5.20605,0.326164,0.0723684,0.000144958,0.161542,9,1024,424,672,356290,497498,76288,24170,996,1.48214,528,0.785714,0.067838,0.214118,0.0230503,2685.56,0.0794883,33785.6,51236,51.4418,32.5,1141,123.878,45,64.5,91,92,24170,262.717,66,1644,515.403,79,1533.9,1601,2.96429,3,8,2.24376,3.5,6,7,155.742
3_0.02_0.36_-0.07_0.48_0.28_0.33_-0.39_-0.25_0.48_-0.25,500,848,39.2032,0.0462302,1.07534,136,312,1.31575,3.62372,0,0.401347,605.337,0.13981,0.0193474,9.37956,0.00206272,11.713,0.0283019,0.939204,-149,0.411557,2,1,80,0.0943396,113,0.133255,1.20889,1,1236,1.49571,0.0227232,0.117623,0.600262,0.0101357,0.030406,0.979777,0.979824,0.659652,24,229,0.674405,0.291034,0.383371,1.49571,2.36263,6.09894,7.71586,0.670998,0.187773,0.000218391,0.0450388,9,1024,500,848,334529,507122,80288,30265,1604,1.89151,638,0.752358,0.0904705,0.240003,0.028863,3362.78,0.102218,32898.1,105841,65.9857,54,1418,119.233,79.25,99,110,105,30265,288.238,86,2215,647.212,100,2015.8,2023,3.78302,2.5,12,3.64719,7,9,11,166.535
3_0.02_0.4_0.27_-0.47_-0.18_-0.34_-0.14_0.34_-0.21_0.23,396,616,36.1952,0.0587584,0.899348,184,208,1.06868,3.62044,0,0.404103,440.324,0.279461,0.0179505,9.65437,0.00185932,11.5891,0.038961,0.922016,-173,0.358766,2,1,88,0.142857,41,0.0665584,1.36535,1.03961,1577,1.94671,0.0476465,0.0732085,0.537351,0.0115204,0.0345592,0.511309,0.511345,0.182643,8,132,0.67587,0.255966,0.419904,1.94671,2.96695,7.95507,9.30555,0.66364,0.113636,0.000125885,0.361792,9,1024,396,616,290038,421332,73710,9301,1258,2.04221,472,0.766234,0.0320682,0.254139,0.00887012,1033.44,0.0369745,27950.2,60551,48.1328,48.5,137,36.2693,80,93,103,62,9301,150.016,169,264,100.205,252,262,263,4.08442,5,9,3.08526,7,8,8,78.8176
3_0.03_-0.17_-0.32_0.38_-0.24_-0.31_0.29_0.49_-0.21_-0.21,652,1128,46.0783,0.0408496,1.298,184,464,0.909405,3.62051,4.44089e-16,0.38497,778.327,0.270815,0.00587895,9.38328,0.000626535,18.2387,0.0212766,1.0479,-173,0.422872,2,1,164,0.14539,182,0.161348,1.37477,1.13931,408,2.49926,0.0415249,0.120334,0.625924,0.0415249,0.124377,0.714154,0.714268,0.218017,9,186,0.642222,0.40909,0.233132,2.49926,3.19494,9.41657,12.0264,0.819408,0.107527,0.000177383,0.15843,9,1024,652,1128,350198,609626,122022,55876,2520,2.23404,956,0.847518,0.159555,0.348437,0.0532875,6208.44,0.160227,38747.8,261579,103.801,90,1406,103.486,108,128,251,88,55876,634.955,50.5,5886,1430.73,84.25,2920.6,2940.3,4.46809,3,13,3.57305,6,10,10,124.876
3_0.03_-0.27_0.24_0.28_-0.42_0.49_-0.48_-0.14_-0.14_-0.5,472,768,40.6065,0.0528731,0.913995,184,284,1.02912,3.37167,2.22045e-16,0.399122,536.735,0.0690073,0.0194868,9.36239,0.00208139,12.3961,0.03125,1.00119,-173,0.386719,2,1,56,0.0729167,72,0.09375,1.33333,1,508,1.87012,0.0296221,0.0669594,0.44057,0.00749016,0.0224676,0.977942,0.97807,0.5379,36,254,0.662428,0.291752,0.370676,1.87012,2.91698,10.3568,11.3582,0.863085,0.232283,0.000242233,0.152469,9,1024,472,768,322914,472562,68535,22269,1538,2.0026,570,0.742188,0.0689626,0.212239,0.0212374,2474.33,0.0801697,30863.7,82099,53.3804,44,283,48.781,72,108,139,88,22269,253.057,63.5,927,341.686,421.25,917,920.3,4.00521,3,11,3.48359,6,9,10,182.773
3_0.03_-0.29_-0.09_0.46_0.1_0.36_0.21_-0.04_-0.19_0.22,424,672,32.7244,0.048697,0.670503,184,236,1.0566,3.67996,2.22045e-16,0.398976,485.997,0.265723,0.00980767,9.60978,0.00102059,15.377,0.0357143,1.02178,-173,0.370536,2,1,92,0.136905,94,0.139881,1.23645,1.03613,348,2.20732,0.0378618,0.114594,0.521926,0.0212984,0.0638943,0.907352,0.90748,0.584189,12,168,0.70666,0.317221,0.38944,2.20732,2.35568,4.12675,9.00119,0.869882,0.136905,0.000160217,0.18344,9,1024,424,672,267914,424214,89164,14568,746,1.11012,548,0.815476,0.0543757,0.332808,0.0138931,1618.67,0.0582831,27772.5,30600,41.0188,25,179,39.0898,61,99,108.5,156,14568,93.3846,46,395,129.245,74,374.5,386.5,2.22024,2,8,1.81405,3,5,5,107.958
3_0.03_-0.43_-0.04_0.48_0.47_0.1_0.3_-0.23_0.45_-0.36,588,1000,39.5337,0.0395337,0.930462,184,400,0.951581,3.69368,0,0.40106,697.649,0.334305,0.00829337,9.36416,0.00088565,13.8295,0.024,1.0325,-173,0.413,2,1,204,0.204,92,0.092,1.37272,1.06688,530,2.30462,0.0434256,0.140016,0.682364,0.0172968,0.0518847,0.880601,0.880725,0.430669,12,176,0.670864,0.258924,0.41194,2.30462,2.86205,7.67262,11.3926,0.845118,0.130682,0.000167847,0.169882,9,1024,588,1000,299618,504168,100780,13349,2352,2.352,711,0.711,0.0445534,0.336362,0.0127306,1483.22,0.0476017,31159,110895,47.1492,28,151,41.8895,87,107,115,154,13349,86.6818,15,1546,246.558,74,204.7,213,4.704,2,29,6.71955,7,13,21,99.2785
3_0.03_-0.48_0.05_-0.31_0.04_0.13_0.39_-0.06_-0.2_0.22,444,712,32.687,0.0459087,1.28129,184,256,1.04591,3.38887,4.44089e-16,0.399581,496.265,0.241527,0.00749731,9.37267,0.000799912,15.3522,0.0337079,0.780884,-173,0.377809,2,1,112,0.157303,85,0.119382,1.46218,1.10771,3174,1.51313,0.0491514,0.155623,0.636997,0.0491514,0.147379,0.537281,0.537476,0.143726,9,76,0.735814,0.45499,0.280824,1.51313,1.52513,0.934105,5.0767,0.878967,0.263158,7.24792e-05,0.294583,9,1024,444,712,238530,394926,76152,21350,9644,13.5449,640,0.898876,0.0895066,0.319255,0.0203609,2372.22,0.0944933,25104.7,406749,42.1764,35,756,40.5948,64,90,98,64,21350,333.594,1,1519,453.487,717.75,774,1403.85,27.0899,25,69,21.259,49,61.9,64.45,42.1211
3_0.03_0.03_-0.24_-0.08_-0.47_0.06_-0.45_0.12_0.15_0.36,340,504,22.36,0.0443651,0.969745,184,152,1.07404,3.35644,2.22045e-16,0.436637,406.256,0.197759,0.0119982,9.32015,0.00128734,13.7391,0.047619,0.905431,-173,0.327381,2,1,72,0.142857,35,0.0694444,1.09691,1.04137,1351,1.62249,0.0260277,0.121762,0.523217,0.0260277,0.078083,0.989002,0.989002,0.677197,21,131,0.764235,0.515232,0.249002,1.62249,1.23694,-0.357989,4.46149,0.93474,0.244275,0.000124931,0.218911,9,1024,340,504,225486,330264,55792,23494,576,1.14286,336,0.666667,0.104193,0.24743,0.0224056,2610.44,0.121257,21528.2,54614,94.816,87,422,97.483,104,227.5,415,36,23494,652.611,728,732,109.222,731,731.5,732,2.28571,2,7,2.17437,5,5,5,81.463
3_0.03_0.19_-0.14_-0.13_0.07_-0.17_0.07_0.26_0.45_0.12,376,576,27.6652,0.0480299,0.74416,184,188,1.07427,3.61964,1.11022e-16,0.409594,420.278,0.202128,0.00804621,9.65009,0.000833796,16.5315,0.0416667,0.964711,-173,0.348958,2,1,72,0.125,73,0.126736,1.33756,1.12505,866,2.0434,0.0517159,0.136729,0.501741,0.0517159,0.155144,0.619223,0.61925,0.311762,9,116,0.742725,0.503698,0.239027,2.0434,2.47279,4.99603,8.07706,0.85299,0.172414,0.000110626,0.131862,9,1024,376,576,244628,363288,69664,5720,663,1.15104,408,0.708333,0.0233824,0.284775,0.00545502,635.556,0.0269291,23601,17506,26.4042,17,110,25.664,35,71,81,106,5720,53.9623,21,198,72.1471,28.75,186,190.5,2.30208,2,8,2.0997,4,5,5,60.5289
